Employee_ID,Full_Name,Age,Date_of_Birth,Gender,Email,Phone,Department,Job_Role,Join_Date,Salary,Employment_Status,Manager_ID,PAN_Number,Contract_Expiry
EMP0182,Employee_182,58,1966-12-01,Male,emp182@company.com,9851361818,HR,HR Analyst,2020-02-15,32567.0,Active,EMP0048,ABCDE2196F,
EMP0183,Employee_183,26,1998-08-02,Male,emp183@company.com,9819263592,Engineering,QA Analyst,2018-11-12,95931.0,Active,EMP0050,ABCDE7887F,
EMP0184,Employee_184,46,1978-09-05,Female,not_an_email,9898824290,Finance,Auditor,2020-01-12,74236.0,Active,EMP0008,ABCDE9802F,
EMP0185,Employee_185,16,,Other,,,,Content Writer,2023-03-01,,Active,EMP0025,ABCDE5055F,
EMP0186,Employee_186,39,1985-01-26,Other,emp186@company.com,9825145751,Marketing,SEO Analyst,2016-09-27,49704.0,Active,EMP0050,ABCDE1256F,
EMP0187,Employee_187,28,1996-11-23,Male,,9890233330,,HR Manager,2015-10-03,,Inactive,EMP0048,,2024-06-17
EMP0188,Employee_188,25,1999-04-27,Other,emp188@company.com,9848824283,HR,HR Manager,2023-06-17,43367.0,On Leave,EMP0021,ABCDE6253F,
EMP0189,Employee_189,55,1969-01-18,Other,emp189@company.com,9846930534,HR,Recruiter,2016-08-09,53972.0,On Leave,EMP0012,ABCDE7999F,
EMP0190,Employee_190,44,1980-09-11,Female,emp190@company.com,9861157708,Sales,BDM,2015-07-12,148415.0,Active,EMP0010,ABCDE4012F,
EMP0191,Employee_191,36,1988-08-02,Female,emp191@company.com,9829374563,Legal,Paralegal,2017-09-14,64418.0,Active,EMP0036,ABCDE7363F,
EMP0192,Employee_192,43,1981-06-03,Male,not_an_email,9870369365,HR,Recruiter,2017-04-12,109765.0,Active,EMP0004,ABCDE1647F,
EMP0193,Employee_193,57,1967-05-01,Male,emp193@company.com,9854689713,Legal,Legal Analyst,2017-02-09,53444.0,Active,EMP0048,ABCDE8846F,
EMP0194,Employee_194,37,1987-07-15,Female,emp194@company.com,9847991562,HR,HR Manager,2019-06-13,97362.0,Active,EMP0020,ABCDE9401F,
EMP0195,Employee_195,52,1972-06-11,Other,emp195@company.com,9837263310,Marketing,Brand Manager,2016-02-08,124828.0,Active,EMP0015,ABCDE1265F,
EMP0196,Employee_196,31,1993-10-27,Other,emp196@company.com,9860981231,Finance,Auditor,2018-04-24,50715.0,Active,EMP0042,ABCDE6530F,
EMP0197,Employee_197,53,1971-03-05,Female,emp197@company.com,9857268285,Finance,Auditor,2023-02-11,85401.0,Active,EMP0012,ABCDE9882F,
EMP0198,Employee_198,24,2000-01-25,Male,emp198@company.com,9899686372,Operations,Operations Analyst,2020-11-16,134978.0,Active,EMP0041,ABCDE3474F,
EMP0199,Employee_199,51,1973-11-20,Other,not_an_email,9895594482,Engineering,Senior Engineer,2020-09-02,-73916.0,On Leave,EMP0032,,
EMP0200,Employee_200,23,2001-05-01,Other,emp200@company.com,9881905550,Sales,BDM,2015-02-18,94391.0,Active,EMP0044,ABCDE3937F,
EMP0201,Employee_201,31,1993-05-27,Female,emp201@company.com,9880659726,Engineering,Software Engineer,2020-11-17,56584.0,Active,EMP0006,ABCDE7652F,
EMP0202,Employee_202,36,1988-11-28,Male,emp202@company.com,9820820219,Marketing,Content Writer,2022-10-26,64318.0,Active,EMP0006,ABCDE7179F,
EMP0203,Employee_203,22,2002-07-21,Other,emp203@company.com,9877089857,Sales,BDM,2015-08-18,117123.0,Inactive,EMP0007,ABCDE1697F,2023-04-16
EMP0204,Employee_204,24,2000-09-19,Male,not_an_email,9847631028,HR,HR Analyst,2018-01-15,146131.0,Active,EMP0021,,
EMP0205,Employee_205,47,1977-10-08,Female,not_an_email,9831803703,HR,HR Manager,2023-06-09,146749.0,Active,EMP0044,ABCDE6435F,
EMP0206,Employee_206,27,1997-01-04,Male,emp206@company.com,9856420476,Marketing,Content Writer,2023-11-12,90639.0,Active,EMP0022,ABCDE7499F,
EMP0207,Employee_207,39,1985-04-12,Female,emp207@company.com,9875847681,Legal,Legal Manager,2015-05-02,127701.0,Active,EMP0028,ABCDE7227F,
EMP0208,Employee_208,37,1987-03-13,Other,not_an_email,9845966597,Engineering,Tech Lead,2023-12-13,118468.0,Active,EMP0010,ABCDE6188F,
EMP0209,Employee_209,22,2002-05-04,Male,emp209@company.com,9858307308,Finance,Financial Analyst,2016-01-10,148595.0,Active,EMP0028,ABCDE9395F,
EMP0210,Employee_210,27,1997-10-26,Female,emp210@company.com,9890117857,Marketing,Marketing Executive,2015-04-18,71388.0,Active,EMP0001,ABCDE7353F,
EMP0211,Employee_211,57,1967-10-17,Female,emp211@company.com,9842580349,Legal,Legal Analyst,2023-02-16,143647.0,Active,EMP0011,ABCDE5933F,
EMP0212,Employee_212,26,1998-05-16,Female,emp212@company.com,9866519399,Finance,Auditor,2016-08-20,46916.0,Inactive,EMP0017,ABCDE9123F,2025-05-01
EMP0213,Employee_213,28,1996-06-27,Female,emp213@company.com,9863108878,Sales,Account Manager,2020-02-19,42758.0,Active,EMP0029,ABCDE3230F,
EMP0214,Employee_214,34,1990-06-10,Other,emp214@company.com,9863450811,Finance,Finance Manager,2021-10-06,87784.0,Active,EMP0032,ABCDE4971F,
EMP0215,Employee_215,47,1977-04-19,Male,emp215@company.com,9885678734,Finance,Auditor,2018-02-22,72843.0,On Leave,EMP0044,ABCDE1440F,
EMP0216,Employee_216,35,1989-07-22,Other,emp216@company.com,9819282319,Operations,Coordinator,2022-12-11,82469.0,Active,EMP0020,ABCDE3525F,
EMP0217,Employee_217,46,1978-08-19,Other,emp217@company.com,9890253323,Operations,Coordinator,2023-11-07,34694.0,Active,EMP0045,ABCDE1602F,
EMP0218,Employee_218,56,1968-02-25,Other,emp218@company.com,9821406082,Legal,Legal Manager,2022-11-13,102833.0,Active,EMP0023,ABCDE1725F,
EMP0219,Employee_219,43,1981-02-09,Other,emp219@company.com,9811415698,Sales,BDM,2023-06-10,129363.0,Active,EMP0034,ABCDE4621F,
EMP0220,Employee_220,51,1973-03-12,Female,emp220@company.com,9877171380,Marketing,SEO Analyst,2019-05-22,126232.0,On Leave,EMP0007,ABCDE2406F,
EMP0221,Employee_221,41,1983-09-16,Male,emp221@company.com,9837765262,Engineering,Senior Engineer,2018-11-27,69966.0,Active,EMP0029,ABCDE8412F,
EMP0222,Employee_222,24,2000-06-21,Male,emp222@company.com,9813031322,Finance,Financial Analyst,2018-05-14,131192.0,Active,EMP0048,ABCDE3858F,
EMP0223,Employee_223,57,1967-07-21,Other,emp223@company.com,9841119124,Sales,Account Manager,2018-09-17,80885.0,Active,EMP0043,ABCDE1478F,
EMP0224,Employee_224,11,,Other,,,,Process Manager,2020-01-16,,Inactive,EMP0007,ABCDE9796F,2023-01-18
EMP0225,Employee_225,51,1973-09-21,Female,emp225@company.com,9875697427,Finance,Finance Manager,2017-03-18,39936.0,Active,EMP0040,ABCDE2871F,
EMP0226,Employee_226,33,1991-10-19,Male,emp226@company.com,9849922369,Finance,Finance Manager,2020-02-19,131658.0,Active,EMP0021,ABCDE6003F,
EMP0227,Employee_227,31,1993-03-19,Male,emp227@company.com,9890050918,Engineering,Senior Engineer,2019-03-10,91954.0,Active,EMP0032,ABCDE3838F,
EMP0228,Employee_228,40,1984-10-02,Male,emp228@company.com,9870532325,Sales,Account Manager,2020-06-28,43388.0,Inactive,EMP0032,ABCDE7290F,2025-02-24
EMP0229,Employee_229,53,1971-08-06,Male,emp229@company.com,9869572772,Sales,BDM,2019-08-03,79477.0,Active,EMP0049,ABCDE1535F,
EMP0230,Employee_230,40,1984-12-25,Other,emp230@company.com,9885920319,Finance,Accountant,2021-01-11,47047.0,Inactive,EMP0033,ABCDE2871F,2023-07-03
EMP0231,Employee_231,24,2000-04-14,Other,emp231@company.com,9883330295,Legal,Legal Manager,2021-01-29,124615.0,Active,EMP0049,ABCDE1528F,
EMP0232,Employee_232,27,1997-04-07,Other,emp232@company.com,9825755285,Marketing,SEO Analyst,2018-11-28,82549.0,Inactive,EMP0045,ABCDE8015F,2022-12-06
EMP0233,Employee_233,35,1989-10-12,Other,emp233@company.com,9817966873,Sales,Account Manager,2023-10-20,131630.0,Active,EMP0035,ABCDE5794F,
EMP0234,Employee_234,28,1996-01-09,Male,emp234@company.com,9865243509,Finance,Finance Manager,2020-10-08,42771.0,Inactive,EMP0045,ABCDE5090F,2022-10-27
EMP0235,Employee_235,47,1977-05-21,Female,emp235@company.com,9894879557,Operations,Ops Executive,2017-10-10,89154.0,Active,EMP0005,ABCDE2525F,
EMP0236,Employee_236,45,1979-10-01,Other,emp236@company.com,9853928023,Marketing,SEO Analyst,2022-10-16,84597.0,Inactive,EMP0006,ABCDE8511F,2025-07-24
EMP0237,Employee_237,56,1968-04-16,Female,emp237@company.com,9867665720,Operations,Ops Executive,2015-09-17,77129.0,Active,EMP0022,ABCDE3139F,
EMP0238,Employee_238,43,1981-01-04,Female,emp238@company.com,9816497381,Sales,BDM,2023-11-03,142198.0,Active,EMP0002,ABCDE3588F,
EMP0239,Employee_239,49,1975-11-10,Female,emp239@company.com,9827705074,Marketing,Brand Manager,2015-01-03,51518.0,Active,EMP0006,ABCDE5102F,
EMP0240,Employee_240,32,1992-12-23,Female,emp240@company.com,9851004756,Engineering,Tech Lead,2022-06-14,31787.0,Inactive,EMP0042,,2022-07-14
EMP0241,Employee_241,26,1998-11-15,Other,emp241@company.com,9879718627,Engineering,Senior Engineer,2020-05-07,42393.0,Active,EMP0022,ABCDE7919F,
EMP0242,Employee_242,26,1998-02-11,Female,emp242@company.com,9823747542,Operations,Process Manager,2020-05-10,55008.0,Active,EMP0009,ABCDE3181F,
EMP0243,Employee_243,13,,Other,,,,Process Manager,2015-10-08,,Active,EMP0048,ABCDE7745F,
EMP0244,Employee_244,27,1997-10-24,Female,emp244@company.com,9826529882,Sales,BDM,2017-06-08,142518.0,Active,EMP0021,ABCDE5059F,
EMP0245,Employee_245,57,1967-05-25,Male,emp245@company.com,9891549765,Finance,Financial Analyst,2017-10-13,103774.0,On Leave,EMP0043,ABCDE4366F,
EMP0246,Employee_246,47,1977-08-13,Female,emp246@company.com,9842123815,Sales,Account Manager,2023-05-22,63737.0,Active,EMP0041,ABCDE9655F,
EMP0247,Employee_247,30,1994-07-12,Male,emp247@company.com,9886286724,Engineering,Tech Lead,2018-07-20,75703.0,Active,EMP0049,ABCDE2195F,
EMP0248,Employee_248,38,1986-07-17,Other,,9818115992,,Software Engineer,2015-02-26,,Active,EMP0033,ABCDE7939F,
EMP0249,Employee_249,56,1968-02-10,Male,emp249@company.com,9847241089,Operations,Coordinator,2015-12-04,95471.0,Active,EMP0010,ABCDE7401F,
EMP0250,Employee_250,49,1975-01-08,Female,emp250@company.com,9842029368,Sales,Sales Executive,2018-06-24,120677.0,Active,EMP0008,ABCDE1901F,
EMP0251,Employee_251,22,2002-03-16,Other,emp251@company.com,9811523452,Finance,Accountant,2016-05-04,117785.0,On Leave,EMP0034,ABCDE5247F,
EMP0252,Employee_252,39,1985-06-26,Other,emp252@company.com,9813940129,HR,Recruiter,2016-06-03,121067.0,Active,EMP0005,ABCDE2262F,
EMP0253,Employee_253,45,1979-03-12,Male,emp253@company.com,9886086168,Marketing,Brand Manager,2020-09-23,32266.0,Active,EMP0037,ABCDE2889F,
EMP0254,Employee_254,22,2002-07-05,Male,,9858852098,,HR Executive,2015-06-30,-57053.0,Active,EMP0036,ABCDE7870F,
EMP0255,Employee_255,48,1976-02-19,Other,emp255@company.com,9846407626,HR,Recruiter,2017-10-13,145042.0,Active,EMP0044,ABCDE3938F,
EMP0256,Employee_256,26,1998-05-11,Female,emp256@company.com,9847890586,HR,HR Executive,2019-07-01,139948.0,Active,EMP0001,ABCDE5777F,
EMP0257,Employee_257,37,1987-04-24,Male,emp257@company.com,9876217748,Sales,Sales Manager,2023-04-18,85807.0,On Leave,EMP0010,,
EMP0258,Employee_258,56,1968-06-01,Female,emp258@company.com,9811287794,Marketing,Marketing Executive,2017-08-12,70406.0,Inactive,EMP0048,ABCDE2703F,2023-02-25
EMP0259,Employee_259,53,1971-12-09,Male,emp259@company.com,9829109045,Sales,Account Manager,2019-09-16,32850.0,Active,EMP0034,ABCDE7102F,
EMP0260,Employee_260,28,1996-02-19,Female,emp260@company.com,9862928934,Marketing,Marketing Executive,2021-07-06,91247.0,Active,EMP0043,ABCDE4879F,
EMP0261,Employee_261,47,1977-06-15,Male,emp261@company.com,9853788744,Finance,Finance Manager,2018-07-14,116845.0,Active,EMP0013,ABCDE2785F,
EMP0262,Employee_262,50,1974-09-12,Male,emp262@company.com,9826205010,HR,HR Executive,2016-11-04,86086.0,On Leave,EMP0029,ABCDE5341F,
EMP0263,Employee_263,32,1992-01-07,Female,emp263@company.com,9890973889,Legal,Legal Analyst,2016-01-06,130853.0,Inactive,EMP0010,,2023-05-24
EMP0264,Employee_264,25,1999-01-13,Other,emp264@company.com,9833336132,Finance,Auditor,2020-10-04,113759.0,Inactive,EMP0048,ABCDE2551F,2024-08-04
EMP0265,Employee_265,22,2002-03-07,Female,emp265@company.com,9839835008,Engineering,Senior Engineer,2016-05-12,33083.0,Inactive,EMP0044,ABCDE2376F,2025-04-07
EMP0266,Employee_266,23,2001-08-26,Female,emp266@company.com,9896702893,Sales,Sales Manager,2015-11-04,33450.0,Active,EMP0008,,
EMP0267,Employee_267,58,1966-08-01,Female,emp267@company.com,9863015826,Marketing,Marketing Executive,2016-11-19,81774.0,Active,EMP0012,ABCDE4066F,
EMP0268,Employee_268,31,1993-04-21,Female,emp268@company.com,9892809273,Finance,Finance Manager,2020-01-01,29541.0,Active,EMP0036,ABCDE2437F,
EMP0269,Employee_269,48,1976-04-21,Other,emp269@company.com,9880573568,Finance,Auditor,2016-07-16,51143.0,On Leave,EMP0002,ABCDE6883F,
EMP0270,Employee_270,58,1966-03-01,Male,emp270@company.com,9846297263,Marketing,Brand Manager,2018-11-10,90849.0,Active,EMP0002,ABCDE5602F,
EMP0271,Employee_271,44,1980-03-04,Male,emp271@company.com,9841240803,Engineering,QA Analyst,2020-12-08,125511.0,Active,EMP0018,ABCDE1916F,
EMP0272,Employee_272,46,1978-03-08,Other,emp272@company.com,9833315234,Legal,Compliance Officer,2021-06-16,71504.0,Active,EMP0045,ABCDE1462F,
EMP0273,Employee_273,58,1966-08-18,Female,emp273@company.com,9835264294,Operations,Ops Executive,2021-05-14,43625.0,Active,EMP0003,,
EMP0274,Employee_274,12,,Female,,,,HR Manager,2015-03-23,,Active,EMP0004,,
EMP0275,Employee_275,29,1995-02-12,Other,emp275@company.com,9858974686,Sales,Account Manager,2023-09-07,135949.0,Active,EMP0026,ABCDE6514F,
EMP0276,Employee_276,32,1992-08-21,Other,emp276@company.com,9895800828,Finance,Finance Manager,2016-07-12,120990.0,Active,EMP0036,ABCDE6846F,
EMP0277,Employee_277,41,1983-03-24,Other,emp277@company.com,9827092408,HR,HR Manager,2019-03-30,121206.0,Active,EMP0037,ABCDE1530F,
EMP0278,Employee_278,36,1988-03-11,Male,emp278@company.com,9876596831,HR,Recruiter,2021-11-09,108839.0,Active,EMP0023,ABCDE3750F,
EMP0279,Employee_279,14,,Male,,,,Operations Analyst,2022-12-13,,Active,EMP0047,,
EMP0280,Employee_280,48,1976-07-12,Male,emp280@company.com,9876180344,Marketing,Brand Manager,2023-03-20,46802.0,Active,EMP0031,ABCDE4695F,
EMP0281,Employee_281,24,,Female,,,,HR Analyst,2015-10-29,,Active,EMP0011,ABCDE9962F,
EMP0282,Employee_282,52,1972-03-20,Male,,9897729428,,Tech Lead,2021-08-30,,Inactive,EMP0004,ABCDE4367F,2023-01-25
EMP0283,Employee_283,40,1984-07-19,Female,emp283@company.com,9816661956,Marketing,SEO Analyst,2022-05-29,63980.0,Active,EMP0010,,
EMP0284,Employee_284,40,1984-08-07,Male,emp284@company.com,9890559564,Engineering,QA Analyst,2015-12-25,132989.0,Active,EMP0011,ABCDE2342F,
EMP0285,Employee_285,47,1977-05-03,Female,emp285@company.com,9898723294,Marketing,Marketing Executive,2018-06-17,86727.0,Active,EMP0012,ABCDE7249F,
EMP0286,Employee_286,24,2000-04-27,Male,emp286@company.com,9845353058,Finance,Accountant,2019-12-31,59510.0,Active,EMP0010,ABCDE2584F,
EMP0287,Employee_287,48,1976-01-27,Other,emp287@company.com,9884303190,Engineering,Tech Lead,2021-01-26,124150.0,Active,EMP0027,ABCDE8779F,
EMP0288,Employee_288,41,1983-09-19,Other,emp288@company.com,9814661179,Sales,Account Manager,2020-05-04,35348.0,On Leave,EMP0044,ABCDE3415F,
EMP0289,Employee_289,32,1992-01-14,Other,emp289@company.com,9826936398,Engineering,QA Analyst,2016-12-09,52772.0,Active,EMP0028,ABCDE3422F,
EMP0290,Employee_290,26,1998-09-11,Other,emp290@company.com,9863332084,Legal,Legal Manager,2018-08-02,36406.0,Inactive,EMP0030,ABCDE1202F,2025-12-05
EMP0291,Employee_291,48,1976-10-25,Male,emp291@company.com,9888911183,Sales,BDM,2016-04-05,44613.0,On Leave,EMP0007,ABCDE2654F,
EMP0292,Employee_292,44,1980-11-16,Female,emp292@company.com,9861411224,Legal,Legal Manager,2021-01-02,140067.0,Active,EMP0003,ABCDE7602F,
EMP0293,Employee_293,47,1977-01-24,Female,emp293@company.com,9841887353,HR,HR Analyst,2015-06-08,141598.0,Active,EMP0024,,
EMP0294,Employee_294,39,1985-04-05,Other,emp294@company.com,9823182514,Legal,Legal Manager,2018-06-27,135473.0,Active,EMP0029,ABCDE6257F,
EMP0295,Employee_295,27,1997-12-16,Female,emp295@company.com,9864649480,Finance,Auditor,2021-10-13,49633.0,Inactive,EMP0004,ABCDE3604F,2022-05-15
EMP0296,Employee_296,55,1969-04-27,Male,emp296@company.com,9833318633,Finance,Auditor,2016-07-09,140255.0,Active,EMP0016,,
EMP0297,Employee_297,34,1990-09-13,Male,emp297@company.com,9872306347,Engineering,Tech Lead,2022-11-26,60910.0,Active,EMP0044,,
EMP0298,Employee_298,50,1974-10-18,Male,emp298@company.com,9873697356,Finance,Auditor,2021-08-30,48276.0,Active,EMP0017,ABCDE2480F,
EMP0299,Employee_299,25,1999-04-21,Male,emp299@company.com,9838765353,Finance,Financial Analyst,2019-05-03,46352.0,Active,EMP0018,ABCDE9409F,
EMP0300,Employee_300,30,1994-04-09,Female,emp300@company.com,9811135982,Engineering,Software Engineer,2020-04-25,109852.0,Active,EMP0046,ABCDE5511F,
EMP0301,Employee_301,51,1973-11-17,Female,emp301@company.com,9850553227,Marketing,Brand Manager,2018-11-29,58029.0,Inactive,EMP0038,ABCDE9380F,2025-09-18
EMP0302,Employee_302,40,1984-02-11,Other,emp302@company.com,9874657836,Legal,Legal Manager,2021-04-18,64121.0,On Leave,EMP0021,ABCDE5278F,
EMP0303,Employee_303,31,1993-10-13,Other,emp303@company.com,9817620167,Operations,Ops Executive,2017-02-10,92802.0,Active,EMP0009,ABCDE9148F,
EMP0304,Employee_304,47,1977-12-19,Female,emp304@company.com,9888252116,Finance,Finance Manager,2019-09-11,75891.0,Inactive,EMP0047,ABCDE9759F,2025-07-31
EMP0305,Employee_305,44,1980-11-18,Male,emp305@company.com,9832815223,Legal,Paralegal,2022-07-14,91494.0,Active,EMP0031,ABCDE5237F,
EMP0306,Employee_306,43,1981-04-24,Female,not_an_email,9857685330,Operations,Process Manager,2022-08-16,110778.0,Inactive,EMP0022,ABCDE5817F,2024-08-07
EMP0307,Employee_307,25,1999-10-03,Male,emp307@company.com,9887888306,Legal,Legal Analyst,2020-04-11,138559.0,Active,EMP0033,ABCDE7253F,
EMP0308,Employee_308,25,1999-04-11,Other,emp308@company.com,9828436852,Sales,Sales Manager,2019-08-20,139143.0,Active,EMP0030,ABCDE3954F,
EMP0309,Employee_309,43,1981-11-02,Female,emp309@company.com,9852065724,Legal,Legal Analyst,2020-06-20,107710.0,Active,EMP0014,ABCDE3762F,
EMP0310,Employee_310,27,1997-07-13,Female,emp310@company.com,9895025258,Sales,Account Manager,2020-06-28,41961.0,Active,EMP0025,,
EMP0311,Employee_311,10,,Other,,,,Account Manager,2023-03-12,,Active,EMP0047,ABCDE6641F,
EMP0312,Employee_312,46,1978-02-27,Female,emp312@company.com,9832417070,Finance,Accountant,2016-02-25,90973.0,Active,EMP0030,ABCDE9587F,
EMP0313,Employee_313,30,1994-06-25,Female,emp313@company.com,9875790669,Finance,Auditor,2022-09-14,69922.0,Active,EMP0002,ABCDE3149F,
EMP0314,Employee_314,54,1970-01-13,Female,emp314@company.com,9897314051,HR,HR Executive,2021-08-12,47149.0,Inactive,EMP0050,ABCDE1796F,2025-05-01
EMP0315,Employee_315,23,2001-08-13,Female,emp315@company.com,9865938669,Engineering,Software Engineer,2022-05-01,31322.0,Active,EMP0031,ABCDE4366F,
EMP0316,Employee_316,48,1976-05-20,Male,emp316@company.com,9879834723,Operations,Operations Analyst,2018-05-18,111725.0,Active,EMP0027,ABCDE2718F,
EMP0317,Employee_317,29,1995-10-07,Other,emp317@company.com,9836661903,Sales,Sales Executive,2018-03-03,127860.0,Inactive,EMP0013,ABCDE7713F,2023-08-28
EMP0318,Employee_318,53,1971-06-08,Other,emp318@company.com,9874513622,HR,HR Executive,2021-02-23,144322.0,Active,EMP0006,ABCDE9095F,
EMP0319,Employee_319,54,1970-05-21,Female,emp319@company.com,9823594977,HR,HR Executive,2023-09-28,34836.0,Active,EMP0017,ABCDE2635F,
EMP0320,Employee_320,40,1984-07-24,Male,emp320@company.com,9851970837,Legal,Compliance Officer,2015-06-11,72214.0,Active,EMP0001,ABCDE3793F,
EMP0321,Employee_321,39,1985-06-06,Female,emp321@company.com,9860012498,Finance,Finance Manager,2019-11-28,140143.0,Active,EMP0030,ABCDE7319F,
EMP0322,Employee_322,48,1976-02-05,Male,emp322@company.com,9832384662,Operations,Coordinator,2023-12-21,110045.0,Active,EMP0011,ABCDE8908F,
EMP0323,Employee_323,46,1978-11-27,Male,emp323@company.com,9813867648,Legal,Paralegal,2017-01-12,127126.0,Active,EMP0031,ABCDE2850F,
EMP0324,Employee_324,26,1998-12-28,Other,emp324@company.com,9811658959,Marketing,Brand Manager,2015-07-08,59290.0,Active,EMP0037,ABCDE4669F,
EMP0325,Employee_325,55,1969-07-22,Female,emp325@company.com,9822783183,Operations,Ops Executive,2020-10-27,115209.0,Active,EMP0023,ABCDE7305F,
EMP0326,Employee_326,32,1992-03-03,Female,emp326@company.com,9876549837,HR,HR Executive,2015-02-17,91265.0,Inactive,EMP0016,ABCDE5557F,2022-04-14
EMP0327,Employee_327,46,1978-08-15,Female,emp327@company.com,9820580463,Sales,Account Manager,2021-03-04,77858.0,Inactive,EMP0006,ABCDE8324F,2023-10-10
EMP0328,Employee_328,23,2001-09-18,Male,emp328@company.com,9814809280,Engineering,QA Analyst,2023-05-11,38453.0,Active,EMP0039,ABCDE5990F,
EMP0329,Employee_329,51,1973-04-28,Other,emp329@company.com,9817284695,Sales,Account Manager,2022-05-05,149564.0,Active,EMP0050,ABCDE8751F,
EMP0330,Employee_330,50,1974-04-01,Other,emp330@company.com,9898437437,Operations,Ops Executive,2023-01-11,39945.0,Active,EMP0019,ABCDE7125F,
EMP0331,Employee_331,32,1992-02-09,Male,emp331@company.com,9864923338,Operations,Operations Analyst,2015-07-07,89542.0,Active,EMP0008,ABCDE7437F,
EMP0332,Employee_332,34,1990-01-21,Other,emp332@company.com,9865629268,HR,HR Analyst,2023-10-06,118950.0,Inactive,EMP0008,ABCDE8381F,2024-07-25
EMP0333,Employee_333,22,2002-07-27,Other,emp333@company.com,9884252780,Operations,Process Manager,2020-08-05,94515.0,Active,EMP0050,ABCDE3903F,
EMP0334,Employee_334,30,1994-10-11,Female,emp334@company.com,9890603922,Operations,Process Manager,2023-03-12,38573.0,Active,EMP0027,ABCDE5067F,
EMP0335,Employee_335,40,1984-07-20,Other,emp335@company.com,9828546206,Finance,Auditor,2018-11-05,84355.0,Active,EMP0033,ABCDE9975F,
EMP0336,Employee_336,57,1967-10-23,Female,emp336@company.com,9838147161,Legal,Legal Manager,2022-12-25,107913.0,Active,EMP0044,ABCDE3913F,
EMP0337,Employee_337,29,1995-10-19,Other,emp337@company.com,9874474159,Sales,Sales Manager,2022-12-19,124716.0,On Leave,EMP0027,ABCDE9747F,
EMP0338,Employee_338,55,,Female,,,,Auditor,2015-02-22,,Active,EMP0049,ABCDE5695F,
EMP0339,Employee_339,25,1999-09-02,Female,emp339@company.com,9837380537,Operations,Ops Executive,2016-08-22,115517.0,Active,EMP0007,ABCDE4675F,
EMP0340,Employee_340,54,1970-12-22,Female,emp340@company.com,9848606206,Operations,Coordinator,2017-08-31,127800.0,Active,EMP0025,ABCDE6122F,
EMP0341,Employee_341,38,1986-04-21,Other,emp341@company.com,9869467023,Sales,Sales Executive,2015-02-23,51619.0,Active,EMP0024,ABCDE9955F,
EMP0342,Employee_342,34,1990-03-06,Male,emp342@company.com,9819995059,Operations,Process Manager,2023-09-15,63558.0,Active,EMP0025,,
EMP0343,Employee_343,32,1992-06-15,Male,emp343@company.com,9810757677,Finance,Finance Manager,2016-06-16,101544.0,Active,EMP0003,ABCDE6285F,
EMP0344,Employee_344,41,1983-06-03,Female,emp344@company.com,9883841249,Sales,Sales Executive,2023-09-04,89297.0,Inactive,EMP0034,ABCDE4012F,2024-12-02
EMP0345,Employee_345,56,1968-04-07,Female,emp345@company.com,9856896070,Engineering,Senior Engineer,2019-08-31,95390.0,Active,EMP0024,ABCDE9691F,
EMP0346,Employee_346,44,1980-10-20,Male,emp346@company.com,9896203262,Marketing,Marketing Executive,2016-04-14,83414.0,Active,EMP0044,ABCDE7248F,
EMP0347,Employee_347,38,1986-09-27,Other,emp347@company.com,9813315946,Legal,Legal Analyst,2019-04-30,95809.0,Inactive,EMP0033,ABCDE1718F,2023-08-31
EMP0348,Employee_348,54,1970-09-18,Male,emp348@company.com,9832467350,Operations,Process Manager,2018-08-05,35793.0,Active,EMP0014,ABCDE4492F,
EMP0349,Employee_349,35,1989-11-27,Other,emp349@company.com,9868416623,Legal,Paralegal,2016-03-01,95484.0,On Leave,EMP0044,ABCDE8523F,
EMP0350,Employee_350,27,1997-09-03,Male,not_an_email,9843810519,,Ops Executive,2015-06-05,-34600.0,Active,EMP0017,ABCDE8391F,
EMP0351,Employee_351,42,1982-09-01,Other,emp351@company.com,9825878730,Operations,Coordinator,2019-11-09,27213.0,Active,EMP0005,ABCDE1745F,
EMP0352,Employee_352,54,1970-10-03,Female,emp352@company.com,9850446607,Operations,Operations Analyst,2019-01-05,38911.0,Active,EMP0025,ABCDE1504F,
EMP0353,Employee_353,36,1988-05-21,Other,emp353@company.com,9883245898,Marketing,Content Writer,2020-12-25,42875.0,Active,EMP0047,ABCDE1182F,
EMP0354,Employee_354,24,2000-09-18,Female,emp354@company.com,9862892750,Sales,Account Manager,2016-05-19,25659.0,On Leave,EMP0014,ABCDE6633F,
EMP0355,Employee_355,54,1970-10-27,Male,emp355@company.com,9839633659,HR,HR Analyst,2022-03-30,43671.0,Active,EMP0012,ABCDE1891F,
EMP0356,Employee_356,57,1967-05-04,Other,emp356@company.com,9819041276,Legal,Paralegal,2022-03-25,34587.0,Active,EMP0032,ABCDE6851F,
EMP0357,Employee_357,40,1984-06-16,Other,not_an_email,9835970938,HR,HR Manager,2016-02-14,-106201.0,Active,EMP0043,ABCDE3496F,
EMP0358,Employee_358,16,,Female,,,,Sales Manager,2018-07-19,,Active,EMP0024,ABCDE6432F,
EMP0359,Employee_359,44,1980-02-06,Male,emp359@company.com,9884044139,Marketing,Brand Manager,2019-12-30,126550.0,Active,EMP0018,ABCDE3293F,
EMP0360,Employee_360,26,1998-09-21,Other,not_an_email,9812500515,Sales,Account Manager,2017-12-14,120345.0,Active,EMP0038,ABCDE4485F,
